PHU_ID,OGF_ID.x,HRUID20181,Geography1,Age_Adjusted_Rate,Raw_Rate,POP_Risk,POP2019,cases_new,Date,ID,RR,LL,UL,G1,G2,G3,G4,G5,E1,E2,E3,B1,B2
2226,71877923,3526,Algoma Health Unit,38.7413,37.5953,113574,117036,45,2020-10-31,34,40.23383452,29.75912836,52.16069914,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,51.6952,49.5574,112196,117036,61,2020-11-14,34,53.94576595,41.63229564,67.71137401,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,53.7079,51.2663,111715,117036,63,2020-11-30,34,56.25909068,43.65706294,70.31162337,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,55.8116,52.9752,111088,117036,65,2020-12-14,34,58.48414878,45.61612046,72.80111123,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,64.1481,61.5195,112240,117036,75,2020-12-31,34,67.27992988,53.39376668,82.61774973,0,0,0,0,1,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,124.6254,117.9124,110732,117036,146,2021-01-14,34,127.1286748,107.6450866,148.0603756,0,0,0,0,1,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,151.2724,142.6911,110397,117036,177,2021-01-31,34,153.9607108,132.3857004,176.9971647,0,0,0,0,1,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,174.1945,164.9065,110796,117036,204,2021-02-14,34,177.0475441,153.8412009,201.7231175,0,0,0,0,1,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,179.1064,170.0332,111107,117036,210,2021-02-28,34,182.5304098,158.9377331,207.5928481,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,188.1187,177.7231,110568,117036,220,2021-03-14,34,191.384257,167.1788591,217.0584681,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,206.1197,195.6663,111100,117036,241,2021-03-31,34,209.4221557,184.0434188,236.2645884,0,0,1,0,0,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,258.9417,246.9326,111608,117036,303,2021-04-14,34,262.3620772,233.847232,292.3339271,0,0,0,0,1,0,1 ,0 ,1 ,0 
2226,71877923,3526,Algoma Health Unit,300.7398,285.3823,111059,117036,352,2021-04-30,34,304.3503893,273.5703764,336.6031333,0,0,0,0,1,0,1 ,0 ,0,1
2226,71877923,3526,Algoma Health Unit,328.1527,310.161,110619,117036,384,2021-05-14,34,331.8981871,299.7187807,365.5589472,0,0,0,0,1,0,1 ,0 ,0,1
2226,71877923,3526,Algoma Health Unit,354.5907,335.7941,110832,117036,415,2021-05-31,34,358.5931793,325.0975931,393.5658362,0,0,0,1,0,0,0 ,0 ,0,1
2226,71877923,3526,Algoma Health Unit,358.7716,340.0663,110934,117036,420,2021-06-14,34,362.9825944,329.2699158,398.1718614,0,0,0,1,0,0,0 ,0 ,0,1
2226,71877923,3526,Algoma Health Unit,360.8753,341.7752,110842,117036,422,2021-06-30,34,364.8814865,331.0754669,400.1636253,0,0,0,1,0,0,0 ,0 ,0,1
2227,71878032,3527,Brant Health Unit,12.2894,11.9178,146468,151034,19,2020-03-31,10,13.25952063,8.465706323,19.10122364,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2227,71878032,3527,Brant Health Unit,47.7488,47.0093,148695,151034,72,2020-04-14,10,47.88106677,37.59975159,59.29587047,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2227,71878032,3527,Brant Health Unit,67.9058,66.8724,148735,151034,103,2020-04-30,10,68.53579901,56.01304654,82.19222661,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2227,71878032,3527,Brant Health Unit,71.8968,70.845,148824,151034,109,2020-05-14,10,72.66643024,59.75789592,86.70969931,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,78.7032,77.466,148660,151034,119,2020-05-31,10,79.36199527,65.81712814,94.04551843,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,84.7491,83.4249,148674,151034,128,2020-06-14,10,85.51673938,71.44257108,100.7279913,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,87.3748,86.0733,148784,151034,132,2020-06-30,10,88.11569531,73.80137424,103.5667463,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,97.3229,96.0049,148989,151034,147,2020-07-14,10,98.16616362,83.03894792,114.4204742,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,104.7779,103.288,148886,151034,158,2020-07-31,10,105.6019302,89.88260698,122.4523024,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,108.1187,106.5985,148910,151034,163,2020-08-14,10,109.2270628,93.24932402,126.3357761,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,115.5175,113.8816,148895,151034,174,2020-08-31,10,116.3958781,99.86468762,134.0618261,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,118.7768,117.1922,149019,151034,179,2020-09-14,10,119.9314934,103.162987,137.8342987,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,136.9775,135.0689,148930,151034,207,2020-09-30,10,138.3676385,120.302726,157.5728652,0,0,1,0,0,0 ,0 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,169.1304,166.8498,148997,151034,255,2020-10-14,10,170.009495,149.8970032,191.2524951,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,239.6578,236.3706,148962,151034,362,2020-10-31,10,240.4558348,216.39421,265.6610987,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,311.5304,307.2156,148942,151034,471,2020-11-14,10,312.5596681,285.0179813,341.2379352,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,402.9532,397.9236,149149,151034,609,2020-11-30,10,403.9155464,372.5059783,436.4558643,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,508.6992,502.5359,149204,151034,768,2020-12-14,10,509.2466612,473.8983863,545.7414055,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,679.3094,670.0478,148975,151034,1026,2020-12-31,10,680.2708709,639.3053158,722.3928486,0,0,0,0,1,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,898.7836,885.8932,148868,151034,1357,2021-01-14,10,899.4771696,852.2594078,947.8399098,0,0,0,0,1,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,997.3033,983.2223,148902,151034,1506,2021-01-31,10,998.2054323,948.4183129,1049.133326,0,0,0,0,1,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,1077.9389,1063.9988,149081,151034,1628,2021-02-14,10,1078.933274,1027.14479,1131.859017,0,0,0,0,1,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,1216.5254,1203.0404,149360,151034,1837,2021-02-28,10,1217.11374,1162.064622,1273.292063,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,1343.7402,1328.8399,149359,151034,2030,2021-03-14,10,1344.754655,1286.854071,1403.785646,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,1480.4809,1463.9088,149343,151034,2236,2021-03-31,10,1481.118997,1420.321884,1543.057907,0,0,1,0,0,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,1767.7142,1747.9508,149345,151034,2670,2021-04-14,10,1768.354115,1701.875672,1835.997065,0,0,0,0,1,0,1 ,0 ,1 ,0 
2227,71878032,3527,Brant Health Unit,2129.7935,2106.1483,149357,151034,3217,2021-04-30,10,2130.39954,2057.372841,2204.603388,0,0,0,0,1,0,1 ,0 ,0,1
2227,71878032,3527,Brant Health Unit,2334.4612,2308.0896,149328,151034,3526,2021-05-14,10,2334.95462,2258.467795,2412.616686,0,0,0,0,1,0,1 ,0 ,0,1
2227,71878032,3527,Brant Health Unit,2484.7654,2457.7248,149390,151034,3753,2021-05-31,10,2485.221504,2406.287573,2565.329294,0,0,0,1,0,0,0 ,0 ,0,1
2227,71878032,3527,Brant Health Unit,2554.0904,2526.5834,149407,151034,3858,2021-06-14,10,2554.730599,2474.688635,2635.945695,0,0,0,1,0,0,0 ,0 ,0,1
2227,71878032,3527,Brant Health Unit,2574.0332,2546.4465,149415,151034,3888,2021-06-30,10,2574.612797,2494.258183,2656.140183,0,0,0,1,0,0,0 ,0 ,0,1
2240,71877985,3540,Chatham-Kent Health Unit,8.066,7.5407,99182,106091,9,2020-03-31,15,10.37650742,5.704481614,16.41688088,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,23.3732,23.5647,106960,106091,25,2020-04-14,15,25.32297854,16.91795517,35.31759748,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,85.5987,78.2347,96964,106091,91,2020-04-30,15,85.92764882,69.26813449,104.1974595,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,112.8974,101.7994,95662,106091,120,2020-05-14,15,113.0751349,93.81441379,133.9578019,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,153.5219,136.6751,94449,106091,163,2020-05-31,15,153.5251101,130.8682407,177.7976922,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,158.1943,141.3881,94820,106091,168,2020-06-14,15,158.3609277,135.3559753,182.9831526,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,166.2008,148.9287,95066,106091,176,2020-06-30,15,166.0385066,142.4353859,191.2615753,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,176.3519,158.3546,95264,106091,187,2020-07-14,15,176.395314,152.0708314,202.3426143,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,265.0504,240.3597,96208,106091,281,2020-07-31,15,264.6733864,234.627774,296.3269679,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,362.4304,328.9629,96294,106091,385,2020-08-14,15,362.0536979,326.7708033,398.9742741,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,376.1823,342.1591,96496,106091,399,2020-08-31,15,375.4616643,339.4984566,413.061477,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,378.8086,344.9869,96619,106091,402,2020-09-14,15,378.0543414,341.9866847,415.7571307,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,380.508,346.872,96713,106091,404,2020-09-30,15,380.0598199,343.895997,417.8581216,0,0,1,0,0,0 ,0 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,383.8244,349.6998,96659,106091,407,2020-10-14,15,382.9961213,346.6950032,420.9307003,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,424.445,390.231,97539,106091,450,2020-10-31,15,423.4687262,385.2367661,463.3251418,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,473.3327,434.5326,97394,106091,502,2020-11-14,15,472.5368105,432.094516,514.5943643,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,516.0926,475.0639,97657,106091,548,2020-11-30,15,516.1295199,473.8219848,560.0448889,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,570.1874,526.9061,98038,106091,605,2020-12-14,15,570.3080591,525.7919813,616.4342455,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,742.4518,687.1459,98188,106091,788,2020-12-31,15,743.7559186,692.7770835,796.3697064,0,0,0,0,1,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,991.0439,923.7353,98886,106091,1051,2021-01-14,15,992.1039142,933.0734783,1052.779002,0,0,0,0,1,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1221.6254,1150.8988,99949,106091,1296,2021-01-31,15,1222.776663,1157.107515,1290.078759,0,0,0,0,1,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1324.7915,1250.813,100167,106091,1405,2021-02-14,15,1325.424739,1257.01183,1395.465864,0,0,0,0,1,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1343.0487,1268.7221,100220,106091,1425,2021-02-28,15,1344.372385,1275.461061,1414.911267,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1433.1605,1354.4976,100268,106091,1520,2021-03-14,15,1433.8527,1362.643504,1506.685889,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1618.5316,1531.7039,100400,106091,1717,2021-03-31,15,1619.430115,1543.687167,1696.787811,0,0,1,0,0,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1690.7713,1600.5128,100428,106091,1794,2021-04-14,15,1692.256569,1614.812293,1771.310842,0,0,0,0,1,0,1 ,0 ,1 ,0 
2240,71877985,3540,Chatham-Kent Health Unit,1768.2426,1671.2068,100269,106091,1876,2021-04-30,15,1769.733427,1690.516278,1850.556229,0,0,0,0,1,0,1 ,0 ,0,1
2240,71877985,3540,Chatham-Kent Health Unit,1818.6789,1719.2787,100293,106091,1929,2021-05-14,15,1819.841279,1739.499802,1901.78532,0,0,0,0,1,0,1 ,0 ,0,1
2240,71877985,3540,Chatham-Kent Health Unit,1849.2955,1749.4415,100363,106091,1962,2021-05-31,15,1851.022957,1769.9875,1933.661906,0,0,0,1,0,0,0 ,0 ,0,1
2240,71877985,3540,Chatham-Kent Health Unit,1860.7314,1760.7526,100391,106091,1974,2021-06-14,15,1862.322914,1781.035003,1945.215145,0,0,0,1,0,0,0 ,0 ,0,1
2240,71877985,3540,Chatham-Kent Health Unit,1866.9119,1766.4081,100380,106091,1981,2021-06-30,15,1868.976944,1787.544512,1952.014625,0,0,0,1,0,0,0 ,0 ,0,1
2230,71877925,3530,Durham Regional Health Unit,24.1629,23.374,674588,697355,169,2020-03-31,32,24.06888152,20.59192977,27.79190146,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,71.8452,67.5409,655576,697355,501,2020-04-14,32,71.71960893,65.56903548,78.11614842,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,153.2015,142.3952,648166,697355,1068,2020-04-30,32,153.0067321,143.9520909,162.3118826,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,185.4046,173.6562,653166,697355,1293,2020-05-14,32,185.2486423,175.2707433,195.4752877,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,224.9777,212.0871,657398,697355,1569,2020-05-31,32,224.864396,213.8554323,236.1203862,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,248.7067,235.4611,660215,697355,1734,2020-06-14,32,248.4946057,236.9159572,260.3189682,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,256.9845,243.7783,661518,697355,1792,2020-06-30,32,256.8618437,245.0867027,268.8822102,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,266.2786,253.0992,662840,697355,1857,2020-07-14,32,266.1348514,254.1485374,278.3658196,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,272.9944,259.839,663750,697355,1904,2020-07-31,32,272.8967733,260.7579442,285.2798699,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,277.2935,264.1409,664278,697355,1934,2020-08-14,32,277.1477331,264.915511,289.6239078,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,286.2367,273.0317,665184,697355,1996,2020-08-31,32,286.071562,273.6410622,298.7464946,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,299.7958,286.6546,666787,697355,2091,2020-09-14,32,299.6472755,286.9241871,312.6160065,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,328.5271,315.6212,669960,697355,2291,2020-09-30,32,328.3436544,315.0197189,341.915556,0,0,1,0,0,0 ,0 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,368.8545,356.3465,673707,697355,2572,2020-10-14,32,368.6388996,354.5146688,383.0143196,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,447.2996,435.5027,678963,697355,3119,2020-10-31,32,447.0690807,431.5024502,462.8908055,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,539.2739,528.1385,682955,697355,3761,2020-11-14,32,539.1028817,521.9932755,556.4667535,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,667.7854,654.9032,683902,697355,4657,2020-11-30,32,667.5768196,648.5199508,686.8866535,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,836.0675,822.3932,685949,697355,5830,2020-12-14,32,835.7556341,814.4154209,857.3470387,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1081.3126,1068.0356,688792,697355,7541,2020-12-31,32,1081.117563,1056.826281,1105.657656,0,0,0,0,1,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1370.6936,1357.4148,690599,697355,9559,2021-01-14,32,1370.460116,1343.093718,1398.072596,0,0,0,0,1,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1555.9223,1541.9693,691101,697355,10850,2021-01-31,32,1555.640846,1526.474856,1585.051396,0,0,0,0,1,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1642.7157,1628.8691,691477,697355,11456,2021-02-14,32,1642.553176,1612.579954,1672.770222,0,0,0,0,1,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1711.7528,1698.2742,691864,697355,11937,2021-02-28,32,1711.560871,1680.961575,1742.403402,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,1798.4685,1785.7476,692422,697355,12542,2021-03-14,32,1798.357843,1766.988572,1829.969679,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,2059.3548,2050.0319,694198,697355,14361,2021-03-31,32,2059.19516,2025.618687,2093.012204,0,0,1,0,0,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,2478.514,2473.9193,696062,697355,17284,2021-04-14,32,2478.328884,2441.481601,2515.413791,0,0,0,0,1,0,1 ,0 ,1 ,0 
2230,71877925,3530,Durham Regional Health Unit,2989.1291,2988.5783,697226,697355,20845,2021-04-30,32,2988.946723,2948.469376,3029.658524,0,0,0,0,1,0,1 ,0 ,0,1
2230,71877925,3530,Durham Regional Health Unit,3326.4701,3329.5811,698007,697355,23197,2021-05-14,32,3326.19812,3283.491824,3369.140082,0,0,0,0,1,0,1 ,0 ,0,1
2230,71877925,3530,Durham Regional Health Unit,3525.968,3532.4906,698645,697355,24589,2021-05-31,32,3525.82426,3481.851586,3570.033192,0,0,0,1,0,0,0 ,0 ,0,1
2230,71877925,3530,Durham Regional Health Unit,3586.2039,3593.5786,698789,697355,25009,2021-06-14,32,3586.066206,3541.718389,3630.650564,0,0,0,1,0,0,0 ,0 ,0,1
2230,71877925,3530,Durham Regional Health Unit,3606.2244,3613.6545,698792,697355,25148,2021-06-30,32,3605.993249,3561.522136,3650.700939,0,0,0,1,0,0,0 ,0 ,0,1
2258,71877964,3558,Eastern Ontario Health Unit,10.8481,10.7949,212019,213064,23,2020-03-31,20,11.44727369,7.565760334,16.10036435,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,29.7565,30.0379,215079,213064,63,2020-04-14,20,30.11648544,23.27616561,37.75905255,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,44.3246,44.5875,214328,213064,94,2020-04-30,20,44.58382797,36.09881666,53.87107394,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,61.5844,63.8306,220835,213064,131,2020-05-14,20,61.87209932,51.78324656,72.76710953,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,67.6721,70.4014,221657,213064,144,2020-05-31,20,67.96896767,57.35417829,79.38546372,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,71.974,74.6255,220913,213064,153,2020-06-14,20,72.27290501,61.31397177,84.03432387,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,74.2417,76.9722,220900,213064,158,2020-06-30,20,74.58747008,63.43750472,86.54143092,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,76.04,78.8495,220936,213064,162,2020-07-14,20,76.57672555,65.28068717,88.67708278,0,1,0,0,0 ,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,81.7491,84.4817,220186,213064,174,2020-07-31,20,82.27298637,70.53859526,94.81411013,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,82.1958,84.951,220206,213064,175,2020-08-14,20,82.86828501,71.09954216,95.4433384,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,90.3939,92.9298,219041,213064,193,2020-08-31,20,91.24400071,78.86501326,104.4322921,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,102.631,103.7247,215335,213064,219,2020-09-14,20,103.5250375,90.31663408,117.5429421,1,0,0,0,0,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,128.2606,127.6612,212068,213064,273,2020-09-30,20,128.8474312,114.0492097,144.4472755,0,0,1,0,0,0 ,0 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,191.2321,191.0224,212830,213064,407,2020-10-14,20,191.605257,173.4571666,210.5670735,0,0,1,0,0,0,1 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,293.5771,297.0938,215616,213064,626,2020-10-31,20,294.2070922,271.5981154,317.6196034,0,0,1,0,0,0,1 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,345.5985,348.2522,214700,213064,736,2020-11-14,20,345.7841082,321.2379522,371.1415815,0,0,1,0,0,0,1 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,403.8992,403.1652,212677,213064,861,2020-11-30,20,404.3821766,377.805471,431.7782417,0,0,1,0,0,0,1 ,0 ,1 ,0 
2258,71877964,3558,Eastern Ontario Health Unit,532.2521,524.2556,209863,213064,1134,2020-12-14,20,532.416249,501.8498611,563.8004001,0,0,1,0,0,0,1 ,0 ,1 ,0 
